0,0,19.35,2025-05-08 14:15:19
0,1,87.10,2025-05-08 14:15:19
1,0,19.35,2025-05-08 14:15:20
1,1,87.10,2025-05-08 14:15:20
2,0,19.35,2025-05-08 14:15:20
2,1,87.10,2025-05-08 14:15:20
3,0,19.35,2025-05-08 14:15:21
3,1,87.10,2025-05-08 14:15:21
0,0,19.35,2025-05-08 14:15:26
0,1,87.10,2025-05-08 14:15:26
1,0,19.35,2025-05-08 14:15:26
1,1,87.10,2025-05-08 14:15:27
2,0,19.35,2025-05-08 14:15:27
